MC-ID NO.,Street Name,Location,Village Name,Area,County
,Bermudez Court,Sumter - Unit 971 (Haciendas Of Mission Hills),Bridgeport @ Mission Hills,9,Sumter
,Bernard Lane,Sumter - Unit 83,Ashland,5,Sumter
,Bernardo Blvd.,Lake - Unit 81 (Chula Vista Villas),Del Mar,LL,Lake
,Bernay Court,Sumter - Unit 176,Sanibel,9,Sumter
,Bernhagen Road,VOWL - Unit 56,Lake Denham,14,Lake
,Berning Terrace,Sumter - Unit 833 (Oxford Oaks),Oxford Oaks,Oxford Oaks,Sumter
SE 82ND,Bernwell Court,Marion - Unit 60,Chatham,4,Marion
SE 94TH,Berrien Court,Marion - Unit 50,Woodbury,4,Marion
,Berrington Loop,Sumter - Unit 153,St. James,8,Sumter
,Berry Lane,VOSO - Unit 723 (Samuel Villas),Marsh Bend,12,Sumter
,Bertucci Avenue,VOSO - Unit 69,Citrus Grove,13,Sumter
SE 86TH,Berwick Terrace,Marion - Unit 54,Briar Meadow,4,Marion
,Berwyn Way,Sumter - Unit 33,Glenbrook,3,Sumter
,Bessie Way,VOSO - Unit 216 (Brody Villas),Moultrie Creek,15,Sumter
,Beth Road,VOWL - Unit 57 (Alexis Villas),Lake Denham,14,Lake
,Bethlehem Lane,VOSO - Unit 142 (Richmond Verandas East),Richmond,13,Sumter
,Bethune Way,Sumter - Unit 90,Sunset Pointe,5,Sumter
,Betrillo Court,Sumter - Unit 31,Alhambra,2,Sumter
,Betzer Place,VOSO - Unit 75,Cason Hammock,13,Sumter
,Bevill Lane,Lake - Unit 26,Pine Ridge,11,Lake
,Beville Place,Sumter - Unit 178,Sanibel,9,Sumter
,Bexley Trail,Villages of Southern Oaks Throughway,N/A,SC,Sumter
,Bexley Trail,Villages of Southern Oaks Throughway,N/A,SC,Sumter
,Bianca Court,Sumter - Unit 139,Hemingway,7,Sumter
,Bichara Blvd.,Spanish Springs Town Center,N/A,VCCDD,Lake
,Biggs Place,VOSO - Unit 103,St. Johns,13,Sumter
,Biller Circle,VOSO - Unit 18,McClure,12,Sumter
SE 80TH,Biltmore Avenue,Marion - Unit 60,Chatham,4,Marion
,Birch Avenue,Sumter - Unit 705 (Holly Hill Villas),Duval,7,Sumter
SE 71ST,Birchbrook Avenue,Marion - Unit 62,Chatham,4,Marion
SE 166TH,Birchbrook Loop,Marion - Unit 229 (Birchbrook Villas),Briar Meadow,4,Marion
,Birdsong Place,Sumter - Unit 208,Fernandina,9,Sumter
,Birmingham Terrace,Sumter - Unit 99,Poinciana,5,Sumter
,Biscayne Avenue,Sumter - Unit 808 (Biscayne Villas),Tamarind Grove,8,Sumter
,Bishop Terrace,VOSO - Unit 92 (Hawkins Cottages West),Hawkins,13,Sumter
,Bishopville Loop,Sumter - Unit 117,Mallory Square,6,Sumter
,Bissell Trail,VOSO - Unit 80,Hawkins,13,Sumter
,Black Bear Lane,VOF - Unit 616 (Hyacinth Villas),Fenney,12,Sumter
,Black Lake Drive,Sumter - Unit 102,Bridgeport @ Lake Miona,5,Sumter
,Black Oak Lane,Sumter - Unit 819 (Juniper Villas),St. James,8,Sumter
,Black Stone Place,Sumter - Unit 213,Gilchrist,9,Sumter
,Black Water Drive,Sumter - Unit 828 (The Cabanas @ Creekside Landing),Bridgeport @ Creekside Landing,8,Sumter
,Blackberry Avenue,Sumter - Unit 147,Duval,7,Sumter
,Blacksburg Way,Sumter - Unit 141,Bonita,7,Sumter
,Blackstock Way,Lake - Unit 26,Pine Ridge,11,Lake
,Blackthorne Terrace,The Villages Financial Center,N/A,SC,Sumter
,Blackton Avenue,VOSO - Unit 211,Moultrie Creek,15,Sumter
,Blackville Drive,Sumter - Unit 122,Largo,6,Sumter
,Blackwell Lane,VOSO - Unit 739 (Chase Villas),Monarch Grove,12,Sumter
,Bladewood Court,Sumter - Unit 662 (Edgefield Villas),Liberty Park,5,Sumter
,Blaise Terrace,Lake - Unit 32,Pine Hills,11,Lake
,Blake Lane,Sumter - Unit 651 (Collington Villas),Lynnhaven,5,Sumter
,Blanchard Lane,VOF - Unit 13,Hammock at Fenney,12,Sumter
,Blandford Street,VOSO - Unit 214 (Blakely Villas),Moultrie Creek,15,Sumter
,Blanton Court,VOWL - Unit 48,Newell,14,Lake
,Blease Loop,Sumter - Unit 105,Bridgeport @ Lake Sumter,6,Sumter
,Blenheim Trail,Sumter - Unit 94 (Sunset Ridge),Sunset Pointe,5,Sumter
,Blickley Place,VOWL - Unit 63,Lake Denham,14,Lake
,Bloomington Place,Sumter - Unit 39,Glenbrook,3,Sumter
,Blossom Terrace,Sumter - Unit 146,Duval,7,Sumter
,Blount Avenue,Lake - Unit 33,Pine Hills,11,Lake
,Blue Heron Avenue,Sumter - Unit 802 (Edgewater Bungalows),Bridgeport @ Creekside Landing,6,Sumter
,Bluebeard Court,Sumter - Unit 210,Gilchrist,9,Sumter
,Blueberry Way,Sumter - Unit 146,Duval,7,Sumter
,Bluebird Lane,VOF - Unit 1,Fenney,12,Sumter
,Bluffton Road,Sumter - Unit 98,Liberty Park,5,Sumter
,Blythe Way,Sumter - Unit 68,Summerhill,3,Sumter
,Blythewood Loop,Sumter - Unit 92,Sunset Pointe,5,Sumter
,Blythill Lane,Sumter - Unit 948 (Lindsey Villas),Sanibel,9,Sumter
,Boardroom Trail,Sumter - Unit 183,Labelle,10,Sumter
,Boardroom Trail,Sumter - Unit 184,Labelle,10,Sumter
,Boardroom Trail,Sumter - Unit 186,Labelle,10,Sumter
,Boatwright Avenue,VOSO - Unit 142 (Richmond Verandas East),Richmond,13,Sumter
,Boaz Avenue,VOSO - Unit 95 (Boaz Villas),St. Johns,13,Sumter
,Bobcat Terrace,VOF - Unit 616 (Hyacinth Villas),Fenney,12,Sumter
,Boiling Springs Court,Sumter - Unit 141,Bonita,7,Sumter
,Bojangles Terrace,VOSO - Unit 142 (Richmond Verandas East),Richmond,13,Sumter
,Bokeelia Place,Sumter - Unit 944 (Bokeelia Villas),Fernandina,9,Sumter
,Bolivar Street,Lake - Unit 14,Del Mar,LL,Lake
,Bolivar Street,Lake - Unit 15,Del Mar,LL,Lake
,Bonaventure Lane,Lake - Unit 9,Country Club,LL,Lake
,Bonham Lane,Sumter - Unit 660 (Sullivan Villas),Poinciana,5,Sumter
,Bonifay Path,Sumter - Unit 207,Fernandina,9,Sumter
,Bonita Boulevard,Villages Of Sumter Throughway,N/A,6,Sumter
,Bonita Drive,Lake - Unit 12,Silver Lake,LL,Lake
,Bonneau Lane,Sumter - Unit 101,Tall Trees,6,Sumter
,Booth Place,VOWL - Unit 50 (Gavanni Villas),Newell,14,Lake
,Bordeaux Avenue,Sumter - Unit 71,Winifred,5,Sumter
,Border Court,Sumter - Unit 224,Pinellas,9,Sumter
,Borrowman Avenue,Lake - Unit 31,Pine Hills,11,Lake
,Bosanquet Avenue,VOWL - Unit 44,Newell,14,Lake
,Bosie Run,Sumter - Unit 216,Hillsborough,10,Sumter
,Boss Court,VOWL - Unit 54 (Sadie Villas),Newell,14,Lake
,Bostic Lane,Sumter - Unit 135,Hadley,7,Sumter
,Botello Avenue,Sumter - Unit 24,Alhambra,2,Sumter
,Botner Drive,VOF - Unit 5,Desoto,12,Sumter
,Bottlebrush Street,Sumter - Unit 705 (Holly Hill Villas),Duval,7,Sumter
,Boudreau Circle,VOSO - Unit 21 (Marsh View),Marsh Bend,12,Sumter
,Boudreau Court,VOSO - Unit 21 (Marsh View),Marsh Bend,12,Sumter
,Bougainvillea Avenue,VOF - Unit 613 (Bougainvillea Villas),Fenney,12,Sumter
SE 87TH,Bourne Avenue,Marion - Unit 44,Piedmont,4,Marion
,Bowden Road,VOSO - Unit 77,Cason Hammock,13,Sumter
,Bowen Terrace,Sumter - Unit 226 (Pinellas @ Evans Prairie),Pinellas,9,Sumter
,Bower Lane,Lake - Unit 78 (Spring Arbor Village),Spring Arbor,LC,Lake
,Bowersox Drive,Lake - Unit 7,Country Club,LL,Lake
,Bowles Place,Lake - Unit 106 (Jackson Villas),Pine Ridge,11,Lake
,Bowman Terrace,Sumter - Unit 101,Tall Trees,6,Sumter
SE 76TH,Boxbury Court,Marion - Unit 227 (Villas Of Ashleigh),Calumet Grove,4,Marion
,Boxwood Terrace,Sumter - Unit 166,Pennecamp,8,Sumter
,Boxwood Terrace,Sumter - Unit 809 (Boxwood Villas),Pennecamp,8,Sumter
,Boyd Circle,Sumter - Unit 833 (Oxford Oaks),Oxford Oaks,Oxford Oaks,Sumter
,Boyso Terrace,VOSO - Unit 214 (Blakely Villas),Moultrie Creek,15,Sumter
,Bracci Avenue,Sumter - Unit 941 (Barrineau Villas),Fernandina,9,Sumter
,Braddock Court,Sumter - Unit 207,Fernandina,9,Sumter
,Braddy Court,Sumter - Unit 176,Sanibel,9,Sumter
,Bradford Loop,Sumter - Unit 175,Sanibel,9,Sumter
,Bradley Terrace,Sumter - Unit 672 (Alexa Villas),Mallory Square,6,Sumter
,Bradshaw Lane,Sumter - Unit 209,Gilchrist,9,Sumter
,Braemar Place,Sumter - Unit 711 (Adriana Villas),Hemingway,7,Sumter
,Braga Way,Sumter - Unit 971 (Haciendas Of Mission Hills),Bridgeport @ Mission Hills,9,Sumter
,Bragg Avenue,VOSO - Unit 108 (Doris Villas),Richmond,13,Sumter
,Braidfoot Lane,Sumter - Unit 226 (Pinellas @ Evans Prairie),Pinellas,9,Sumter
,Braman Lane,VOSO - Unit 74,Citrus Grove,13,Sumter
,Bramble Terrace,Sumter - Unit 140,Bonita,7,Sumter
SE 170TH,Brampton Street,Marion - Unit 226 (Villas Of Merryoak),Calumet Grove,4,Marion
,Branchville Terrace,Sumter - Unit 703 (Crestwood Villas),Duval,7,Sumter
,Brandenburg Court,Sumter - Unit 953 (Sharon Villas),Gilchrist,9,Sumter
,Brandy Street,VOSO - Unit 65 (Peyton Villas),St. Catherine,13,Sumter
,Brandywine Court,Sumter - Unit 222,Collier,10,Sumter
,Branham Street,VOSO - Unit 63 (Branham Villas),St. Catherine,13,Sumter
,Brantley Street,Sumter - Unit 72,Bridgeport @ Lake Miona,5,Sumter
,Brassie Terrace,Sumter - Unit 215,Fernandina,9,Sumter
,Braxton Street,Sumter - Unit 646 (Bellamy Villas),Ashland,5,Sumter
,Breckenridge Court,Sumter - Unit 810 (Cedar Key Villas),Buttonwood,8,Sumter
,Brenda Court,VOSO - Unit 60 (Opal Villas),Bradford,13,Sumter
,Brennan Court,VOF - Unit 628 (Sugarberry Villas),Hammock at Fenney,12,Sumter
,Brentwood Avenue,Sumter - Unit 637 (Ezell Villas),Bonnybrook,5,Sumter
,Brett Way,VOSO - Unit 82,Hawkins,13,Sumter
,Brett Way,VOSO - Unit 83 (Brett Villas),Hawkins,13,Sumter
SE 90TH,Brewton Terrace,Marion - Unit 51,Woodbury,4,Marion
,Brian Etheredge Way,VOSO - Unit 206 (Moultrie Creek Verandas East),Moultrie Creek,15,Sumter
,Brianna Lane,VOSO - Unit 133,DeLuna,13,Sumter
SE 86TH,Briarcliffe Court,Marion - Unit 53 (Royal Oak),Springdale,4,Marion
,Brice Place,VOWL - Unit 59 (Will Villas),Lake Denham,14,Lake
,Bridgefield Court,Sumter - Unit 34,Polo Ridge,3,Sumter
,Bridget Avenue,VOWL - Unit 41,Newell,14,Lake
,Brier Creek Circle,Sumter - Unit 174,Bridgeport @ Laurel Valley,8,Sumter
,Briggs Avenue,Sumter - Unit 194,Osceola Hills,10,Sumter
,Brighton Drive,Sumter - Unit 80,Belvedere,5,Sumter
,Brine Way,Lake - Unit 27,Pine Ridge,11,Lake
,Brine Way,Lake - Unit 28,Pine Ridge,11,Lake
,Briner Place,VOWL - Unit 70 (Morgan Villas),Lake Denham,14,Lake
,Brinkley Lane,Sumter - Unit 210,Gilchrist,9,Sumter
,Brinson Lane,Lake - Unit 27,Pine Ridge,11,Lake
,Bristol Terrace,Sumter - Unit 83,Ashland,5,Sumter
,Brittany Terrace,VOSO - Unit 83 (Brett Villas),Hawkins,13,Sumter
,Britton Drive,VOSO - Unit 14,McClure,12,Sumter
,Broad Street,VOSO - Unit 108 (Doris Villas),Richmond,13,Sumter
,Broaderick Court,VOSO - Unit 74,Citrus Grove,13,Sumter
,Brock Court,VOSO - Unit 741 (Austin Villas),Chitty Chatty,13,Sumter
,Brodeur Avenue,VOSO - Unit 117,DeLuna,13,Sumter
,Brody Court,VOSO - Unit 216 (Brody Villas),Moultrie Creek,15,Sumter
,Brookdale Court,Sumter - Unit 101,Tall Trees,6,Sumter
,Brooke Lane,VOSO - Unit 124 (DeLuna Verandas South),DeLuna,13,Sumter
SE 171ST,Brookhaven Place,Marion - Unit 63,Chatham,4,Marion
,Brooks Avenue,VOSO - Unit 25,Marsh Bend,12,Sumter
,Brookside Place,Sumter - Unit 168,Pennecamp,8,Sumter
,Broome Court,VOSO - Unit 49,St. Catherine,13,Sumter
SE 170TH,Broughton Place,Marion - Unit 225 (Villas Of Greenwood),Calumet Grove,4,Marion
,Brown Terrace,VOF - Unit 9 (Garden Verandas),Fenney,12,Sumter
,Brownwood Boulevard,Brownwood,N/A,SC,Sumter
,Broxton Place,Sumter - Unit 83,Ashland,5,Sumter
,Broyhill Avenue,Sumter - Unit 235 (Broyhill Villas),Bonnybrook,5,Sumter
,Brunell Street,Sumter - Unit 205,Fernandina,9,Sumter
,Brunson Way,Sumter - Unit 111,Caroline,6,Sumter
,Brusko Drive,Lake - Unit 25,Pine Ridge,11,Lake
,Bryant Court,Sumter - Unit 195,Osceola Hills,10,Sumter
SE 171ST,Buchanan Place,Marion - Unit 223 (Villas Of Cameron),Calumet Grove,4,Marion
,Buck Street,VOSO - Unit 60 (Opal Villas),Bradford,13,Sumter
,Buck Street,VOSO - Unit 60 (Opal Villas),Bradford,13,Sumter
,Buckeye Lane,VOF - Unit 615 (Longleaf Villas),Fenney,12,Sumter
,Bucklin Court,Sumter - Unit 940 (Atmore Villas),Gilchrist,9,Sumter
,Bucksport Avenue,Sumter - Unit 141,Bonita,7,Sumter
,Budny Avenue,VOSO - Unit 738 (James Villas),Monarch Grove,12,Sumter
,Buena Vista Boulevard,Villages Of Sumter Throughway,N/A,3,Sumter
,Buena Vista Boulevard,Villages Of Marion Throughway,N/A,MC,Marion
,Buena Vista Boulevard,Villages Of Sumter Throughway,N/A,SC,Sumter
,Buenos Aires Boulevard,Spanish Plaines,N/A,SC,Sumter
,Buffalo Trail,Buffalo Ridge,N/A,SC,Sumter
,Buffalo Trail,The Villages Charter School,N/A,SC,Sumter
,Bugala Lane,VOSO - Unit 726 (Cade Villas),Marsh Bend,12,Sumter
,Bugle Terrace,Sumter - Unit 118,Sabal Chase,6,Sumter
,Bunker Lane,Sumter - Unit 706 (Sandhill Villas),Duval,7,Sumter
,Burbank Lane,Sumter - Unit 33,Glenbrook,3,Sumter
,Burch Street,VOF - Unit 9 (Garden Verandas),Fenney,12,Sumter
,Bureau Path,Sumter - Unit 211,Gilchrist,9,Sumter
,Burger Court,VOSO - Unit 41,Monarch Grove,12,Sumter
,Burgess Drive,VOSO - Unit 105,Richmond,13,Sumter
,Burgess Drive,VOSO - Unit 110,Richmond,13,Sumter
,Burgess Drive,VOSO - Unit 112,Richmond,13,Sumter
,Burgett Court,VOSO - Unit 118,Richmond,13,Sumter
,Burgos Drive,Sumter - Unit 605 (Villa La Crescenta),Santiago,2,Sumter
,Burke Court,Sumter - Unit 144,Hemingway,7,Sumter
SE 167TH,Burleigh Place,Marion - Unit 65,Calumet Grove,4,Marion
,Burnett Terrace,Sumter - Unit 207,Fernandina,9,Sumter
,Burnettown Place,Sumter - Unit 717 (Bonita Villas),Bonita,7,Sumter
,Burns Drive,Lake - Unit 29,Pine Hills,11,Lake
,Burns Drive,Lake - Unit 28,Pine Ridge,11,Lake
,Burnsed Boulevard,Pinellas Plaza,N/A,SC,Sumter
,Burnside Place,Sumter - Unit 947 (Lauren Villas),Charlotte,9,Sumter
,Burroughs Road,Sumter - Unit 648 (Jasper Villas),Ashland,5,Sumter
,Burtoft Lane,VOWL - Unit 41,Newell,14,Lake
,Burton Lane,Sumter - Unit 665 (Stillwater Villas),Virginia Trace,6,Sumter
,Buscher Place,VOSO - Unit 731 (Christopher Villas),DeLuna,12,Sumter
,Buster Place,Sumter - Unit 800 (Anita Villas),Bonita,7,Sumter
SE 93RD,Butler Court,Marion - Unit 48,Springdale,4,Marion
,Buttercup Way,Sumter - Unit 229,Pinellas,9,Sumter
,Buttonwood Run,Sumter - Unit 170,Buttonwood,8,Sumter
,Buttonwood Run,Villages Of Sumter Throughway,N/A,8,Sumter
,Buxton Terrace,Sumter - Unit 70,Winifred,5,Sumter
,Byrd Lane,VOSO - Unit 121 (Mabel Villas),DeLuna,13,Sumter
,Byron Place,VOSO - Unit 62 (Byron Villas),St. Catherine,13,Sumter
,Caballero Court,Spanish Springs Town Center,N/A,VCCDD,Lake
,Cabana Court,Sumter - Unit 17,Tierra Del Sol,1,Sumter
,Cabella Circle,Sumter - Unit 9,Hacienda,1,Sumter
,Cabrera Court,Sumter - Unit 971 (Haciendas Of Mission Hills),Bridgeport @ Mission Hills,9,Sumter
,Cade Court,VOSO - Unit 726 (Cade Villas),Marsh Bend,12,Sumter
,Cadena Circle,Sumter - Unit 16,Tierra Del Sol,1,Sumter
,Cadiz Terrace,Sumter - Villa Marbella,Sumter,1,Sumter
,Cadorette Drive,VOSO - Unit 213 (Matthew Villas),Moultrie Creek,15,Sumter
,Cainsworth Place,VOF - Unit 6,Desoto,12,Sumter
,Cajon Court,Lake - Unit 16,El Cortez,LL,Lake
,Calabria Place,Sumter - Unit 154,St. James,8,Sumter
,Caldwell Court,Sumter - Unit 82,Ashland,5,Sumter
SE 76TH,Caledonia Terrace,Marion - Unit 225 (Villas Of Greenwood),Calumet Grove,4,Marion
,Calgary Street,Sumter - Unit 965 (Pensacola Villas),Dunedin,10,Sumter
,Calhoun Court,Sumter - Unit 236 (Cherry Hill Villas),Belvedere,5,Sumter
,Callahan Drive,Sumter - Unit 179,Charlotte,9,Sumter
,Callaway Drive,Sumter - Unit 75,Bonnybrook,5,Sumter
,Callaway Drive,Sumter - Unit 81,Bonnybrook,5,Sumter
,Callihan Court,VOSO - Unit 27 (Marsh Bend Verandas North),Marsh Bend,12,Sumter
,Caltieri Court,VOSO - Unit 72 (Citrus Grove Veradas),Citrus Grove,13,Sumter
SE 82ND,Calumet Avenue,Villages Of Marion Throughway,N/A,4,Marion
,Calvert Terrace,Sumter - Unit 236 (Cherry Hill Villas),Belvedere,5,Sumter
,Calzada Court,Sumter - Unit 688 (Villa De La Vista North),De La Vista,1,Sumter
,Cambio Court,Sumter - Unit 688 (Villa De La Vista North),De La Vista,1,Sumter
,Cambria Circle,Sumter - Unit 632 (Fernandina Villas),Summerhill,3,Sumter
,Cambridge Court,Sumter - Unit 83,Ashland,5,Sumter
,Camden Terrace,Sumter - Unit 702 (Rosedale Villas),Duval,7,Sumter
,Camdyn Court,VOSO - Unit 81 (Camdyn Villas),Hawkins,13,Sumter
,Camelia Court,Lake - Unit 8,Country Club,LL,Lake
,Cameo Circle,VOSO - Unit 106,Richmond,13,Sumter
,Camero Drive,Sumter - Unit 22,Santo Domingo,2,Sumter
,Camero Drive,Sumter - Unit 25,Santo Domingo,2,Sumter
,Cameroon Court,Sumter - Unit 96,Liberty Park,5,Sumter
,Camino Del Rey Drive,Sumter - Unit 10,Rio Ranchero,1,Sumter
,Cammarano Place,Sumter - Unit 971 (Haciendas Of Mission Hills),Bridgeport @ Mission Hills,9,Sumter
,Campbell Avenue,The Villages Financial Center,N/A,SC,Sumter
,Campobello Terrace,Sumter - Unit 141,Bonita,7,Sumter
,Campos Drive,Sumter - Unit 601 (Villa De Leon),Alhambra,2,Sumter
,Campos Drive,Sumter - Unit 603 (Villa Del Canto),Alhambra,2,Sumter
,Canal Street,Villages Of Sumter Throughway,N/A,SC,Sumter
,Canales Lane,Sumter - Unit 23,Santo Domingo,2,Sumter
,Canary Place,Sumter - Unit 210,Gilchrist,9,Sumter
,Cancun Court,Lake - Unit 81 (Chula Vista Villas),Del Mar,LL,Lake
,Candlebrook Street,Sumter - Unit 67,Summerhill,3,Sumter
,Candler Place,Sumter - Unit 67,Summerhill,3,Sumter
,Candlewick Court,Sumter - Unit 947 (Lauren Villas),Charlotte,9,Sumter
,Canebrake Court,Sumter - Unit 87,Lynnhaven,5,Sumter
,Cannon Loop,VOSO - Unit 17,McClure,12,Sumter
,Canova Draney Loop,VOSO - Unit 131,DeLuna,13,Sumter
,Canterbury Court,Sumter - Unit 644 (Arlington Villas),Belvedere,5,Sumter
,Canuto Court,VOSO - Unit 209 (Moultrie Creek Verandas North),Moultrie Creek,15,Sumter
,Canyon Avenue,Sumter - Unit 228,Pinellas,9,Sumter
,Capri Court,Sumter - Unit 132,Hadley,7,Sumter
,Capstan Court,Sumter - Unit 151,St. James,8,Sumter
,Captiva Court,Sumter - Unit 41,Belle Aire,3,Sumter
,Caputo Court,VOSO - Unit 71,Citrus Grove,13,Sumter
,Carbondale Court,Sumter - Unit 39,Glenbrook,3,Sumter
,Carbone Place,Sumter - Unit 132,Hadley,7,Sumter
,Cardinal Court,VOF - Unit 1,Fenney,12,Sumter
,Cardona Way,Sumter - Unit 19,Santo Domingo,2,Sumter
,Caribe Drive,Sumter - Unit 29,Santiago,2,Sumter
,Caribe Drive,Sumter - Unit 30,Santiago,2,Sumter
,Caribou Way,Sumter - Unit 106,Virginia Trace,6,Sumter
,Carla Court,VOSO - Unit 719 (Carla Villas),McClure,12,Sumter
,Carla Fink Court,VOSO - Unit 204 (Moultrie Creek Verandas West),Moultrie Creek,15,Sumter
,Carley Loop,VOF - Unit 5,Desoto,12,Sumter
,Carlisle Court,Sumter - Unit 672 (Alexa Villas),Mallory Square,6,Sumter
,Carlsbad Court,Sumter - Unit 35,Polo Ridge,3,Sumter
,Carlson Court,VOSO - Unit 86 (Hawkins Cottages East),Hawkins,13,Sumter
,Carlton Lane,Sumter - Unit 671 (Carlton Villas),Sabal Chase,6,Sumter
,Carmalt Lane,VOSO - Unit 41,Monarch Grove,12,Sumter
,Carmel Avenue,Sumter - Unit 684 (San Pedro Courtyard),Rio Grande,1,Sumter
,Carmen Court,VOSO - Unit 742 (Ellie Villas),Chitty Chatty,13,Sumter
,Carmichael Court,VOSO - Unit 76 (Cason Villas),Cason Hammock,13,Sumter
,Carnation Court,Sumter - Unit 816 (Hortensia Villas),St. Charles,8,Sumter
,Carnegie Court,Sumter - Unit 646 (Bellamy Villas),Ashland,5,Sumter
,Carolina Court,Sumter - Unit 27,Santiago,2,Sumter
,Carpenter Court,VOSO - Unit 87,Hawkins,13,Sumter
,Carrabella Terrace,Sumter - Unit 648 (Jasper Villas),Ashland,5,Sumter
,Carrabelle Court,Sumter - Unit 959 (Carrabelle Villas),Collier,10,Sumter
,Carrera Drive,Sumter - Unit 15,De La Vista,1,Sumter
,Carrera Drive,Sumter - Unit 5,De La Vista,1,Sumter
,Carriage Court,Sumter - Unit 679 (Glen Hollow Farms),N/A,SC,Sumter
,Carriage Hill Way,Sumter - Unit 159,Tamarind Grove,8,Sumter
,Carrillo Street,Sumter - Unit 30,Santiago,2,Sumter
,Carrington Court,Sumter - Unit 805 (Apalachee Villas),Buttonwood,8,Sumter
,Carroll Court,Sumter - Unit 187,Labelle,10,Sumter
,Carrollton Court,Sumter - Unit 611 (Villa St. Simons),Belle Aire,3,Sumter
,Carrotwood Street,Sumter - Unit 960 (Pineland Villas),Lake Deaton,10,Sumter
SE 93RD,Carson Terrace,Marion - Unit 48,Springdale,4,Marion
,Carter Path,Sumter - Unit 833 (Oxford Oaks),Oxford Oaks,Oxford Oaks,Sumter
,Caruthers Path,VOF - Unit 7,Desoto,12,Sumter
,Carvello Drive,Sumter - Unit 28,Santiago,2,Sumter
,Carvello Drive,Sumter - Unit 605 (Villa La Crescenta),Santiago,2,Sumter
,Carver Court,Lake - Unit 104 (Reagan Villas),Pine Ridge,11,Lake
,Caryle Lane,Sumter - Unit 70,Winifred,5,Sumter
,Carytown Loop,VOSO - Unit 112,Richmond,13,Sumter
,Casa Bella,Villages Of Sumter Throughway,N/A,SC,Sumter
SE 88TH,Cascade Court,Marion - Unit 44,Piedmont,4,Marion
,Casey Court,VOSO - Unit 122 (Warnell Villas),DeLuna,13,Sumter
,Cason Court,VOF - Unit 625 (Mockingbird Villas),Fenney,12,Sumter
,Cason Hammock Path,VOSO - Unit 75,Cason Hammock,13,Sumter
,Cason Hammock Path,VOSO - Unit 77,Cason Hammock,13,Sumter
,Cassady Way,VOSO - Unit 55,St. Catherine,13,Sumter
,Cassandra Court,VOSO - Unit 132 (DeLuna Verandas North),DeLuna,13,Sumter
,Casso Court,Sumter - Unit 29,Santiago,2,Sumter
,Castano Place,Sumter - Unit 19,Santo Domingo,2,Sumter
,Casteel Avenue,VOSO - Unit 71,Citrus Grove,13,Sumter
,Castillo Drive,Sumter - Unit 30,Santiago,2,Sumter
,Castleberry Circle,Sumter - Unit 73,Bonnybrook,5,Sumter
,Castlegate Court,Sumter - Unit 944 (Bokeelia Villas),Fernandina,9,Sumter
,Castlehill Drive,Sumter - Unit 172,Hemingway,7,Sumter
,Castlewood Lane,Sumter - Unit 201,Dunedin,10,Sumter
,Castro Court,VOSO - Unit 17,McClure,12,Sumter
,Catalani Lane,Sumter - Unit 27,Santiago,2,Sumter
,Catalina Court,Sumter - Unit 1,Rio Grande,1,Sumter
,Caulk Court,VOF - Unit 621 (Live Oak Villas),Desoto,12,Sumter
,Caulk Court,VOF - Unit 7,Desoto,12,Sumter
,Causey Court,VOSO - Unit 140,Hammock at Fenney,13,Sumter
,Causey Court,VOSO - Unit 141,Hammock at Fenney,13,Sumter
SE 85TH,Causton Court,Marion - Unit 44,Piedmont,4,Marion
,Cavazos Court,Sumter - Unit 32 (Harmeswood of Belle Aire),Belle Aire,2,Sumter
,Cayce Place,Sumter - Unit 667 (Virginia Vine Villas),Virginia Trace,6,Sumter
,Cazaras Avenue,Sumter - Unit 19,Santo Domingo,2,Sumter
,Cecilia Court,Lake - Unit 22,La Reynalda,LL,Lake
,Cedar Bay Lane,Sumter - Unit 148,St. Charles,8,Sumter
,Cedar Grove Loop,Sumter - Unit 227 (Cedar Grove),Pinellas,9,Sumter
,Cedar Key Lane,Sumter - Unit 810 (Cedar Key Villas),Buttonwood,8,Sumter
,Cedar Ridge Place,Sumter - Unit 96,Liberty Park,5,Sumter
,Cedar Waxwing Drive,VOF - Unit 1,Fenney,12,Sumter
,Cedar Waxwing Drive,VOF - Unit 2,Fenney,12,Sumter
,Centerville Place,Sumter - Unit 141,Bonita,7,Sumter
,Central Parkway,Villages of Southern Oaks Throughway,N/A,SC,Sumter
,Central Street,Sumter - Unit 101,Tall Trees,6,Sumter
,Cerny Court,VOSO - Unit 737 (Glenda Villas),Monarch Grove,12,Sumter
,Cervantes Place,Sumter - Unit 9,Hacienda,1,Sumter
,Chad Court,VOWL - Unit 64 (Lake Denham Verandas West),Lake Denham,14,Lake
,Chaires Place,VOWL - Unit 52,Newell,14,Lake
,Chalmer Terrace,Sumter - Unit 157,Buttonwood,8,Sumter
,Chamberlain Court,Sumter - Unit 105,Bridgeport @ Lake Sumter,6,Sumter
,Chambers Street,Sumter - Unit 195,Osceola Hills,10,Sumter
SE 76TH,Champion Avenue,Marion - Unit 61,Chatham,4,Marion
,Chance Court,Lake - Unit 25,Pine Ridge,11,Lake
,Chancey Way,Sumter - Unit 170,Buttonwood,8,Sumter
,Chandler Drive,Villages of West Lake Thoroughway,N/A,14,Lake
,Chantel Court,VOSO - Unit 131,DeLuna,13,Sumter
,Chaparral Drive,Sumter - Unit 18,Santo Domingo,2,Sumter
,Chaparral Drive,Sumter - Unit 19,Santo Domingo,2,Sumter
